序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
62,ARMORTEC 700 AT700 老七 ARMORTEC700 AT系列,YONEX ARMORTEC 700,YONEX,尤尼克斯,ARMORTEC 700,YONEX ARMORTEC 700,ARMORTEC 700 AT700 老七 ARMORTEC700 AT系列；YONEX ARMORTEC 700；ARMORTEC700；AT700,2500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-700,YONEX ARMORTEC 700,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
63,ARMORTEC 700 LTD AT700LTD AT700 龙七 AT系列,YONEX ARMORTEC 700,YONEX,尤尼克斯,ARMORTEC 700,YONEX ARMORTEC 700,ARMORTEC 700 LTD AT700LTD AT700 龙七 AT系列；YONEX ARMORTEC 700；ARMORTEC700；AT700LTD；AT700,3800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-700,YONEX ARMORTEC 700,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
64,ARMORTEC 700 Premium AT700 ARMORTEC700Premium AT系列,YONEX ARMORTEC 700,YONEX,尤尼克斯,ARMORTEC 700,YONEX ARMORTEC 700,ARMORTEC 700 Premium AT700 ARMORTEC700Premium AT系列；YONEX ARMORTEC 700；ARMORTEC700；AT700；ARMORTEC700PREMIUM,2500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-700,YONEX ARMORTEC 700,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
65,ARMORTEC 700 新色 AT700 ARMORTEC700 AT系列,YONEX ARMORTEC 700,YONEX,尤尼克斯,ARMORTEC 700,YONEX ARMORTEC 700,ARMORTEC 700 新色 AT700 ARMORTEC700 AT系列；YONEX ARMORTEC 700；ARMORTEC700；AT700,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-700,YONEX ARMORTEC 700,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
66,ARMORTEC 700LD 限量礼盒 AT700LDYX AT700,YONEX ARMORTEC 700LD,YONEX,尤尼克斯,ARMORTEC 700LD,YONEX ARMORTEC 700LD,ARMORTEC 700LD 限量礼盒 AT700LDYX AT700；YONEX ARMORTEC 700LD；ARMORTEC700LD；AT700LDYX；AT700,3800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-700LD,YONEX ARMORTEC 700LD,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
67,ARMORTEC 70L AT70L AT,YONEX ARMORTEC 70L,YONEX,尤尼克斯,ARMORTEC 70L,YONEX ARMORTEC 70L,ARMORTEC 70L AT70L AT；YONEX ARMORTEC 70L；ARMORTEC70L；AT70L,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-70L,YONEX ARMORTEC 70L,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
68,ARMORTEC 800DE AT800DE AT系列,YONEX ARMORTEC 800DE,YONEX,尤尼克斯,ARMORTEC 800DE,YONEX ARMORTEC 800DE,ARMORTEC 800DE AT800DE AT系列；YONEX ARMORTEC 800DE；ARMORTEC800DE；AT800DE,2500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-800DE,YONEX ARMORTEC 800DE,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
69,ARMORTEC 800OF AT800 AT800OF AT系列,YONEX ARMORTEC 800OF,YONEX,尤尼克斯,ARMORTEC 800OF,YONEX ARMORTEC 800OF,ARMORTEC 800OF AT800 AT800OF AT系列；YONEX ARMORTEC 800OF；ARMORTEC800OF；AT800；AT800OF,2500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-800OF,YONEX ARMORTEC 800OF,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
70,ARMORTEC 900 PLC AT900PLC AT系列,YONEX ARMORTEC 900 TECHNIQUE,YONEX,尤尼克斯,ARMORTEC 900 TECHNIQUE,YONEX ARMORTEC 900 TECHNIQUE,ARMORTEC 900 PLC AT900PLC AT系列；YONEX ARMORTEC 900 TECHNIQUE；ARMORTEC900；AT900PLC,1800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-900,YONEX ARMORTEC 900 TECHNIQUE,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
71,ARMORTEC 900 POWER AT900P AT,YONEX ARMORTEC 900 POWER,YONEX,尤尼克斯,ARMORTEC 900 POWER,YONEX ARMORTEC 900 POWER,ARMORTEC 900 POWER AT900P AT；YONEX ARMORTEC 900 POWER；ARMORTEC900；AT900P,1800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-900-POWER,YONEX ARMORTEC 900 POWER,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
72,ARMORTEC 900 TECHNIQUE AT900 AT900T AT系列,YONEX ARMORTEC 900 TECHNIQUE,YONEX,尤尼克斯,ARMORTEC 900 TECHNIQUE,YONEX ARMORTEC 900 TECHNIQUE,ARMORTEC 900 TECHNIQUE AT900 AT900T AT系列；YONEX ARMORTEC 900 TECHNIQUE；ARMORTEC900；AT900；AT900T,1800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-900,YONEX ARMORTEC 900 TECHNIQUE,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
73,ARMORTEC SB AT,YONEX ARMORTEC SB,YONEX,尤尼克斯,ARMORTEC SB,YONEX ARMORTEC SB,ARMORTEC SB AT；YONEX ARMORTEC SB,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-SB,YONEX ARMORTEC SB,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
74,ARMORTEC Tour ATTour AT系列,YONEX ARMORTEC TOUR,YONEX,尤尼克斯,ARMORTEC TOUR,YONEX ARMORTEC TOUR,ARMORTEC Tour ATTour AT系列；YONEX ARMORTEC TOUR,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARMORTEC-TOUR,YONEX ARMORTEC TOUR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
75,BORON 200 Boron系列,YONEX BORON 200 BORON系列,YONEX,尤尼克斯,BORON 200 BORON系列,YONEX BORON 200 BORON系列,BORON 200 Boron系列；YONEX BORON 200 BORON系列；BORON200,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-BORON-200-BORON,YONEX BORON 200 BORON系列,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
76,BORON7 Boron系列,YONEX BORON7 BORON系列,YONEX,尤尼克斯,BORON7 BORON系列,YONEX BORON7 BORON系列,BORON7 Boron系列；YONEX BORON7 BORON系列；BORON7,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-BORON7-BORON,YONEX BORON7 BORON系列,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
77,CAB,YONEX CAB,YONEX,尤尼克斯,CAB,YONEX CAB,CAB；YONEX CAB,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CAB,YONEX CAB,精确对应,已对应,NO,YES,疑似匹配到系列/泛型号，需人工确认,已标准化商品名；知识库价格不同步，需人工确认
78,CAB系列,YONEX CAB,YONEX,尤尼克斯,CAB,YONEX CAB,CAB系列；YONEX CAB,575,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CAB,YONEX CAB,精确对应,已按清单价与知识库价平均覆盖,YES,NO,价格已按平均值覆盖,参考价已按清单价与知识库价平均值覆盖；同步到知识库
79,CARBONEX 014 CAB,YONEX CARBONEX 014,YONEX,尤尼克斯,CARBONEX 014,YONEX CARBONEX 014,CARBONEX 014 CAB；YONEX CARBONEX 014；CARBONEX014,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-014,YONEX CARBONEX 014,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
80,CARBONEX 016 CAB,YONEX CARBONEX 016,YONEX,尤尼克斯,CARBONEX 016,YONEX CARBONEX 016,CARBONEX 016 CAB；YONEX CARBONEX 016；CARBONEX016,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-016,YONEX CARBONEX 016,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
81,CARBONEX 017 CAB,YONEX CARBONEX 017,YONEX,尤尼克斯,CARBONEX 017,YONEX CARBONEX 017,CARBONEX 017 CAB；YONEX CARBONEX 017；CARBONEX017,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-017,YONEX CARBONEX 017,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
82,CARBONEX 018 CAB018 CAB,YONEX CARBONEX 018,YONEX,尤尼克斯,CARBONEX 018,YONEX CARBONEX 018,CARBONEX 018 CAB018 CAB；YONEX CARBONEX 018；CARBONEX018；CAB018,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-018,YONEX CARBONEX 018,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
83,CARBONEX 019 CAB019 CAB,YONEX CARBONEX 019,YONEX,尤尼克斯,CARBONEX 019,YONEX CARBONEX 019,CARBONEX 019 CAB019 CAB；YONEX CARBONEX 019；CARBONEX019；CAB019,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-019,YONEX CARBONEX 019,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
84,CARBONEX 036 CAB,YONEX CARBONEX 036,YONEX,尤尼克斯,CARBONEX 036,YONEX CARBONEX 036,CARBONEX 036 CAB；YONEX CARBONEX 036；CARBONEX036,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-036,YONEX CARBONEX 036,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
85,CARBONEX 037 CAB037 CAB,YONEX CARBONEX 037,YONEX,尤尼克斯,CARBONEX 037,YONEX CARBONEX 037,CARBONEX 037 CAB037 CAB；YONEX CARBONEX 037；CARBONEX037；CAB037,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-037,YONEX CARBONEX 037,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
86,CARBONEX 038 CAB038 CAB,YONEX CARBONEX 038,YONEX,尤尼克斯,CARBONEX 038,YONEX CARBONEX 038,CARBONEX 038 CAB038 CAB；YONEX CARBONEX 038；CARBONEX038；CAB038,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-038,YONEX CARBONEX 038,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
87,CARBONEX 039 CAB039 CAB系列,YONEX CARBONEX 039,YONEX,尤尼克斯,CARBONEX 039,YONEX CARBONEX 039,CARBONEX 039 CAB039 CAB系列；YONEX CARBONEX 039；CARBONEX039；CAB039,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-039,YONEX CARBONEX 039,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
88,CARBONEX 056 CAB,YONEX CARBONEX 056,YONEX,尤尼克斯,CARBONEX 056,YONEX CARBONEX 056,CARBONEX 056 CAB；YONEX CARBONEX 056；CARBONEX056,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-056,YONEX CARBONEX 056,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
89,CARBONEX 057 CAB057 CAB,YONEX CARBONEX 057,YONEX,尤尼克斯,CARBONEX 057,YONEX CARBONEX 057,CARBONEX 057 CAB057 CAB；YONEX CARBONEX 057；CARBONEX057；CAB057,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-057,YONEX CARBONEX 057,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
90,CARBONEX 058 CAB,YONEX CARBONEX 058,YONEX,尤尼克斯,CARBONEX 058,YONEX CARBONEX 058,CARBONEX 058 CAB；YONEX CARBONEX 058；CARBONEX058,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-058,YONEX CARBONEX 058,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
91,CARBONEX 059 CAB059 CAB,YONEX CARBONEX 059,YONEX,尤尼克斯,CARBONEX 059,YONEX CARBONEX 059,CARBONEX 059 CAB059 CAB；YONEX CARBONEX 059；CARBONEX059；CAB059,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-059,YONEX CARBONEX 059,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
92,CARBONEX 10 TOUR CAB10TOUR CAB10 CAB系列,YONEX CARBONEX 10 TOUR,YONEX,尤尼克斯,CARBONEX 10 TOUR,YONEX CARBONEX 10 TOUR,CARBONEX 10 TOUR CAB10TOUR CAB10 CAB系列；YONEX CARBONEX 10 TOUR；CARBONEX10；CAB10TOUR；CAB10,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-10-TOUR,YONEX CARBONEX 10 TOUR,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
93,CARBONEX 10MS CAB10MS CAB系列,YONEX CARBONEX 10MS,YONEX,尤尼克斯,CARBONEX 10MS,YONEX CARBONEX 10MS,CARBONEX 10MS CAB10MS CAB系列；YONEX CARBONEX 10MS；CARBONEX10MS；CAB10MS,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-10MS,YONEX CARBONEX 10MS,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
94,CARBONEX 14 Cab14 Cab,YONEX CARBONEX 14,YONEX,尤尼克斯,CARBONEX 14,YONEX CARBONEX 14,CARBONEX 14 Cab14 Cab；YONEX CARBONEX 14；CARBONEX14；CAB14,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-14,YONEX CARBONEX 14,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
95,CARBONEX 17 CAB17 CAB系列,YONEX CARBONEX 17,YONEX,尤尼克斯,CARBONEX 17,YONEX CARBONEX 17,CARBONEX 17 CAB17 CAB系列；YONEX CARBONEX 17；CARBONEX17；CAB17,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-17,YONEX CARBONEX 17,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
96,CARBONEX 20 CAB20 CAB,YONEX CARBONEX 20,YONEX,尤尼克斯,CARBONEX 20,YONEX CARBONEX 20,CARBONEX 20 CAB20 CAB；YONEX CARBONEX 20；CARBONEX20；CAB20,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20,YONEX CARBONEX 20,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
97,CARBONEX 20 PRO CAB20PRO CAB,YONEX CARBONEX 20 PRO,YONEX,尤尼克斯,CARBONEX 20 PRO,YONEX CARBONEX 20 PRO,CARBONEX 20 PRO CAB20PRO CAB；YONEX CARBONEX 20 PRO；CARBONEX20；CAB20PRO,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20-PRO,YONEX CARBONEX 20 PRO,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
98,CARBONEX 20 TOUR CAB20T CAB,YONEX CARBONEX 20 TOUR,YONEX,尤尼克斯,CARBONEX 20 TOUR,YONEX CARBONEX 20 TOUR,CARBONEX 20 TOUR CAB20T CAB；YONEX CARBONEX 20 TOUR；CARBONEX20；CAB20T,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20-TOUR,YONEX CARBONEX 20 TOUR,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
99,CARBONEX 20 TOUR SPECIAL CAB20 CAB系列,YONEX CARBONEX 20 TOUR,YONEX,尤尼克斯,CARBONEX 20 TOUR,YONEX CARBONEX 20 TOUR,CARBONEX 20 TOUR SPECIAL CAB20 CAB系列；YONEX CARBONEX 20 TOUR；CARBONEX20；CAB20,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20-TOUR,YONEX CARBONEX 20 TOUR,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
100,CARBONEX 20 long CAB20L CAB,YONEX CARBONEX 20 LONG,YONEX,尤尼克斯,CARBONEX 20 LONG,YONEX CARBONEX 20 LONG,CARBONEX 20 long CAB20L CAB；YONEX CARBONEX 20 LONG；CARBONEX20；CAB20L,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20-LONG,YONEX CARBONEX 20 LONG,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
101,CARBONEX 20F CAB20F CAB,YONEX CARBONEX 20F,YONEX,尤尼克斯,CARBONEX 20F,YONEX CARBONEX 20F,CARBONEX 20F CAB20F CAB；YONEX CARBONEX 20F；CARBONEX20F；CAB20F,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20F,YONEX CARBONEX 20F,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
102,CARBONEX 20MS CAB20MS CAB,YONEX CARBONEX 20MS,YONEX,尤尼克斯,CARBONEX 20MS,YONEX CARBONEX 20MS,CARBONEX 20MS CAB20MS CAB；YONEX CARBONEX 20MS；CARBONEX20MS；CAB20MS,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-20MS,YONEX CARBONEX 20MS,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
103,CARBONEX 21 CAB21 CAB,YONEX CARBONEX 21,YONEX,尤尼克斯,CARBONEX 21,YONEX CARBONEX 21,CARBONEX 21 CAB21 CAB；YONEX CARBONEX 21；CARBONEX21；CAB21,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-21,YONEX CARBONEX 21,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
104,CARBONEX 22 cab22 CAB,YONEX CARBONEX 22,YONEX,尤尼克斯,CARBONEX 22,YONEX CARBONEX 22,CARBONEX 22 cab22 CAB；YONEX CARBONEX 22；CARBONEX22；CAB22,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-22,YONEX CARBONEX 22,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
105,CARBONEX 25 cab25 CAB,YONEX CARBONEX 25,YONEX,尤尼克斯,CARBONEX 25,YONEX CARBONEX 25,CARBONEX 25 cab25 CAB；YONEX CARBONEX 25；CARBONEX25；CAB25,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-25,YONEX CARBONEX 25,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
106,CARBONEX 30MS CAB30MS CAB,YONEX CARBONEX 30MS,YONEX,尤尼克斯,CARBONEX 30MS,YONEX CARBONEX 30MS,CARBONEX 30MS CAB30MS CAB；YONEX CARBONEX 30MS；CARBONEX30MS；CAB30MS,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-30MS,YONEX CARBONEX 30MS,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
107,CARBONEX 35 cab35 CAB,YONEX CARBONEX 35,YONEX,尤尼克斯,CARBONEX 35,YONEX CARBONEX 35,CARBONEX 35 cab35 CAB；YONEX CARBONEX 35；CARBONEX35；CAB35,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-35,YONEX CARBONEX 35,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
108,CARBONEX 50 CAB,YONEX CARBONEX 50,YONEX,尤尼克斯,CARBONEX 50,YONEX CARBONEX 50,CARBONEX 50 CAB；YONEX CARBONEX 50；CARBONEX50,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-50,YONEX CARBONEX 50,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
109,CARBONEX 6 carbonex6 CAB系列,YONEX CARBONEX 6,YONEX,尤尼克斯,CARBONEX 6,YONEX CARBONEX 6,CARBONEX 6 carbonex6 CAB系列；YONEX CARBONEX 6；CARBONEX6,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-CARBONEX-6,YONEX CARBONEX 6,精确对应,已对应,YES,NO,安全自动同步,已自动标准化；参考价同步到知识库
